respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text
R00664,household,3,March 2024,WA,<30k,,We cannot afford reliable care when costs rise faster than wages. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. We stretch groceries and sometimes skip meals so tuition can stay current.
R00665,household,1,January 2024,NC,30-60k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. I feel burned out every week trying to cover shifts and still be a present parent. We stretch groceries and sometimes skip meals so tuition can stay current."
R00666,household,2,February 2024,OH,<30k,,We stretch groceries and sometimes skip meals so tuition can stay current. We were told staffing shortages limit the program to part-week care.
R00667,household,1,January 2024,IL,60-100k,,Food insecurity is creeping back—we rely on the pantry between paychecks. We cannot afford reliable care when costs rise faster than wages. Short staffing means inconsistent caregivers and unpredictable schedules for us.
R00668,provider,2,February 2024,MA,,center,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Affordability pressures mean delays in payments and tighter margins for the program. Coordinating staggered shifts with limited staff feels impossible."
R00669,provider,1,January 2024,MI,,informal,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Keeping care affordable while paying staff fairly is nearly impossible."
R00670,provider,1,January 2024,NY,,center,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Affordability pressures mean delays in payments and tighter margins for the program."
R00671,provider,2,February 2024,IL,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Keeping care affordable while paying staff fairly is nearly impossible."
R00672,household,1,January 2024,WA,30-60k,,"Employment keeps getting disrupted when I have to leave early for pickups. Childcare remains unaffordable, forcing us to take turns missing work."
R00673,household,2,February 2024,MI,<30k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.
R00674,provider,1,January 2024,OH,,center,Affordability pressures mean delays in payments and tighter margins for the program. Scheduling constraints force us to close early when multiple people call out. Families want more slots than we can offer; access breaks down when staff call out.
R00675,household,3,March 2024,GA,60-100k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. We cannot afford reliable care when costs rise faster than wages."
R00676,household,2,February 2024,CT,60-100k,,"No slots open when my shifts change, so reliable childcare access feels impossible."
R00677,provider,2,February 2024,FL,,family_home,Staff and I are emotionally drained; burnout is spreading across the team. Coordinating staggered shifts with limited staff feels impossible.
R00678,provider,1,January 2024,MI,,center,"I see children coming in hungry, and our program scrambles to cover snacks. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Managing constant schedule changes with too few people is crushing my mental health."
R00679,provider,2,February 2024,TX,,center,"Affordability pressures mean delays in payments and tighter margins for the program. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff."
R00680,provider,3,March 2024,AZ,,informal,"No substitutes are available, so I cover multiple classrooms daily."
R00681,household,3,March 2024,FL,60-100k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R00682,household,2,February 2024,OH,30-60k,,"Short staffing means inconsistent caregivers and unpredictable schedules for us. No slots open when my shifts change, so reliable childcare access feels impossible. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve."
R00683,provider,3,March 2024,NC,,center,"No substitutes are available, so I cover multiple classrooms daily. Staff juggle multiple jobs, and every disruption ripples through coverage. Our center closed classrooms temporarily, so neighborhood access evaporated."
R00684,provider,2,February 2024,TX,,informal,Families want more slots than we can offer; access breaks down when staff call out. Managing constant schedule changes with too few people is crushing my mental health. Affordability pressures mean delays in payments and tighter margins for the program.
R00685,household,1,January 2024,AZ,60-100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. I miss work every time care falls through, and my employer is losing patience."
R00686,household,2,February 2024,MA,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R00687,household,3,March 2024,AZ,<30k,,"We cannot afford reliable care when costs rise faster than wages. No slots open when my shifts change, so reliable childcare access feels impossible."
R00688,household,2,February 2024,AL,>100k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R00689,household,1,January 2024,CO,30-60k,,We stretch groceries and sometimes skip meals so tuition can stay current. We cannot afford reliable care when costs rise faster than wages.
R00690,household,1,January 2024,CT,<30k,,"Childcare remains unaffordable, forcing us to take turns missing work. Finding after-school care is a battle every semester, and options keep shrinking. Our center says classrooms merge because of staff shortages, leaving fewer hours."
