respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text,cleaned_text,themes
R00342,provider,3,March 2024,CT,,family_home,"Managing constant schedule changes with too few people is crushing my mental health. Keeping care affordable while paying staff fairly is nearly impossible. Staff juggle multiple jobs, and every disruption ripples through coverage.",managing constant schedule changes too few people crushing my mental health keeping care affordable while paying staff fairly nearly impossible staff juggle multiple jobs every disruption ripples through coverage,AFFORDABILITY|SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00343,household,2,February 2024,TX,<30k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. Weekend work is non-negotiable, but there is no evening care anywhere nearby. Tuition and fees are too expensive; every increase means cutting groceries.",food insecurity creeping back rely pantry between paychecks weekend work non negotiable but there no evening care anywhere nearby tuition fees too expensive every increase means cutting groceries,AFFORDABILITY|FOOD_INSECURITY|SCHEDULING_CONSTRAINTS
R00344,provider,2,February 2024,CO,,family_home,"Affordability pressures mean delays in payments and tighter margins for the program. I see children coming in hungry, and our program scrambles to cover snacks.",affordability pressures mean delays payments tighter margins program i see children coming hungry our program scrambles cover snacks,AFFORDABILITY
R00345,provider,2,February 2024,IL,,center,We are short staffed and cannot hire assistants even after months of recruiting.,short staffed cannot hire assistants even after months recruiting,PROVIDER_STAFF_SHORTAGE
R00346,household,2,February 2024,AL,30-60k,,Tuition and fees are too expensive; every increase means cutting groceries. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.,tuition fees too expensive every increase means cutting groceries coordinating schedules my partner provider weekly puzzle rarely solve stress juggling work caregiving overwhelming my mental health keeps slipping,AFFORDABILITY|FOOD_INSECURITY|SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00347,provider,2,February 2024,CA,,informal,"Coordinating staggered shifts with limited staff feels impossible. Food budgets for the program are maxed out while families ask for extra meals. Staff juggle multiple jobs, and every disruption ripples through coverage.",coordinating staggered shifts limited staff feels impossible food budgets program maxed out while families ask extra meals staff juggle multiple jobs every disruption ripples through coverage,EMPLOYMENT_DISRUPTION|FOOD_INSECURITY
R00348,household,3,March 2024,MA,30-60k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.,short staffing means inconsistent caregivers unpredictable schedules us,SCHEDULING_CONSTRAINTS
R00349,household,2,February 2024,NC,<30k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby.",weekend work non negotiable but there no evening care anywhere nearby,SCHEDULING_CONSTRAINTS
R00350,household,1,January 2024,WA,<30k,,We have been on a childcare waitlist for months after our center closed.,have been childcare waitlist months after our center closed,CHILDCARE_ACCESS
R00351,household,2,February 2024,CT,<30k,,"No slots open when my shifts change, so reliable childcare access feels impossible. We stretch groceries and sometimes skip meals so tuition can stay current. My split shift schedule never aligns with the center's hours, so coverage falls apart.",no slots open when my shifts change so reliable childcare access feels impossible stretch groceries sometimes skip meals so tuition can stay current my split shift schedule never aligns center s hours so coverage falls apart,AFFORDABILITY|CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION|FOOD_INSECURITY|SCHEDULING_CONSTRAINTS
R00352,household,1,January 2024,CO,60-100k,,Employment keeps getting disrupted when I have to leave early for pickups.,employment keeps getting disrupted when i have leave early pickups,EMPLOYMENT_DISRUPTION
R00353,provider,1,January 2024,MA,,family_home,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. I am overwhelmed balancing paperwork, families, and the classroom without relief. I see children coming in hungry, and our program scrambles to cover snacks.",open positions stay vacant forcing us cap enrollment reduce hours i am overwhelmed balancing paperwork families classroom without relief i see children coming hungry our program scrambles cover snacks,STRESS_BURNOUT
R00354,household,3,March 2024,CA,60-100k,,"We stretch groceries and sometimes skip meals so tuition can stay current. Childcare remains unaffordable, forcing us to take turns missing work. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",stretch groceries sometimes skip meals so tuition can stay current childcare remains unaffordable forcing us take turns missing work my partner i exhausted constantly anxious about childcare collapsing last minute,AFFORDABILITY|FOOD_INSECURITY|STRESS_BURNOUT
R00355,provider,1,January 2024,AZ,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief.",i am overwhelmed balancing paperwork families classroom without relief,STRESS_BURNOUT
R00356,provider,3,March 2024,OH,,after_school,"Families want more slots than we can offer; access breaks down when staff call out. I am overwhelmed balancing paperwork, families, and the classroom without relief.",families want more slots than can offer access breaks down when staff call out i am overwhelmed balancing paperwork families classroom without relief,STRESS_BURNOUT
R00357,household,2,February 2024,NJ,30-60k,,Short staffing means inconsistent caregivers and unpredictable schedules for us. We have been on a childcare waitlist for months after our center closed.,short staffing means inconsistent caregivers unpredictable schedules us have been childcare waitlist months after our center closed,CHILDCARE_ACCESS|SCHEDULING_CONSTRAINTS
R00358,household,3,March 2024,PA,30-60k,,Short staffing means inconsistent caregivers and unpredictable schedules for us. We cannot afford reliable care when costs rise faster than wages. We stretch groceries and sometimes skip meals so tuition can stay current.,short staffing means inconsistent caregivers unpredictable schedules us cannot afford reliable care when costs rise faster than wages stretch groceries sometimes skip meals so tuition can stay current,AFFORDABILITY|FOOD_INSECURITY|SCHEDULING_CONSTRAINTS
R00359,household,1,January 2024,CA,30-60k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. Childcare remains unaffordable, forcing us to take turns missing work.",weekend work non negotiable but there no evening care anywhere nearby childcare remains unaffordable forcing us take turns missing work,AFFORDABILITY|SCHEDULING_CONSTRAINTS
R00360,household,3,March 2024,WA,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. I miss work every time care falls through, and my employer is losing patience.",our center says classrooms merge because staff shortages leaving fewer hours i miss work every time care falls through my employer losing patience,EMPLOYMENT_DISRUPTION
R00361,household,2,February 2024,CA,60-100k,,"I miss work every time care falls through, and my employer is losing patience.",i miss work every time care falls through my employer losing patience,EMPLOYMENT_DISRUPTION
R00362,provider,1,January 2024,TX,,family_home,I field calls daily from parents desperate for openings we just do not have.,i field calls daily parents desperate openings just do not have,
R00363,household,2,February 2024,NC,60-100k,,I feel burned out every week trying to cover shifts and still be a present parent.,i feel burned out every week trying cover shifts still present parent,EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R00364,household,2,February 2024,AZ,<30k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. We have been on a childcare waitlist for months after our center closed.,coordinating schedules my partner provider weekly puzzle rarely solve have been childcare waitlist months after our center closed,CHILDCARE_ACCESS|SCHEDULING_CONSTRAINTS
