respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text,cleaned_text,themes,AFFORDABILITY,CHILDCARE_ACCESS,EMPLOYMENT_DISRUPTION,FOOD_INSECURITY,PROVIDER_STAFF_SHORTAGE,SCHEDULING_CONSTRAINTS,STRESS_BURNOUT
R00436,provider,1,January 2024,FL,,informal,"Keeping care affordable while paying staff fairly is nearly impossible. Staff and I are emotionally drained; burnout is spreading across the team. I see children coming in hungry, and our program scrambles to cover snacks.",keeping care affordable while paying staff fairly nearly impossible staff i emotionally drained burnout spreading across team i see children coming hungry our program scrambles cover snacks,['AFFORDABILITY'],True,False,False,False,False,False,False
R00437,provider,2,February 2024,NY,,family_home,"Assistants quit when schedules change, so my employment feels precarious too. Families want more slots than we can offer; access breaks down when staff call out. Food budgets for the program are maxed out while families ask for extra meals.",assistants quit when schedules change so my employment feels precarious too families want more slots than can offer access breaks down when staff call out food budgets program maxed out while families ask extra meals,"['EMPLOYMENT_DISRUPTION', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",False,False,True,True,False,True,False
R00438,provider,1,January 2024,NJ,,center,"I see children coming in hungry, and our program scrambles to cover snacks. Affordability pressures mean delays in payments and tighter margins for the program.",i see children coming hungry our program scrambles cover snacks affordability pressures mean delays payments tighter margins program,['AFFORDABILITY'],True,False,False,False,False,False,True
R00439,provider,3,March 2024,NC,,family_home,"Our center closed classrooms temporarily, so neighborhood access evaporated.",our center closed classrooms temporarily so neighborhood access evaporated,['CHILDCARE_ACCESS'],False,True,False,False,False,False,False
R00440,household,2,February 2024,IL,30-60k,,"We have been on a childcare waitlist for months after our center closed. Weekend work is non-negotiable, but there is no evening care anywhere nearby.",have been childcare waitlist months after our center closed weekend work non negotiable but there no evening care anywhere nearby,"['CHILDCARE_ACCESS', 'SCHEDULING_CONSTRAINTS']",False,True,False,False,False,True,False
R00441,household,3,March 2024,OH,60-100k,,"No slots open when my shifts change, so reliable childcare access feels impossible.",no slots open when my shifts change so reliable childcare access feels impossible,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION']",False,True,False,False,False,False,False
R00442,provider,3,March 2024,CT,,family_home,I am juggling second jobs because enrollment swings disrupt my own employment stability.,i am juggling second jobs because enrollment swings disrupt my own employment stability,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,False,False
R00443,provider,2,February 2024,CT,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks.",i see children coming hungry our program scrambles cover snacks,[],False,False,False,False,False,False,False
R00444,provider,2,February 2024,GA,,after_school,"Scheduling constraints force us to close early when multiple people call out. Families tell me they face food insecurity, and we set up snack pantries in the classroom.",scheduling constraints force us close early when multiple people call out families tell me they face food insecurity set up snack pantries classroom,['FOOD_INSECURITY'],False,False,False,True,False,False,False
R00445,provider,1,January 2024,MI,,center,Scheduling constraints force us to close early when multiple people call out.,scheduling constraints force us close early when multiple people call out,[],False,False,False,False,False,False,False
R00446,provider,3,March 2024,MI,,center,Affordability pressures mean delays in payments and tighter margins for the program. Scheduling constraints force us to close early when multiple people call out. I am juggling second jobs because enrollment swings disrupt my own employment stability.,affordability pressures mean delays payments tighter margins program scheduling constraints force us close early when multiple people call out i am juggling second jobs because enrollment swings disrupt my own employment stability,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION']",True,False,True,False,True,True,False
R00447,household,1,January 2024,MI,>100k,,"We stretch groceries and sometimes skip meals so tuition can stay current. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",stretch groceries sometimes skip meals so tuition can stay current my partner i exhausted constantly anxious about childcare collapsing last minute,"['AFFORDABILITY', 'FOOD_INSECURITY', 'STRESS_BURNOUT']",True,True,False,True,False,False,True
R00448,provider,1,January 2024,WA,,family_home,Keeping care affordable while paying staff fairly is nearly impossible.,keeping care affordable while paying staff fairly nearly impossible,['AFFORDABILITY'],True,False,False,False,False,False,False
R00449,household,2,February 2024,MI,30-60k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. I miss work every time care falls through, and my employer is losing patience. We have been on a childcare waitlist for months after our center closed.",food insecurity creeping back rely pantry between paychecks i miss work every time care falls through my employer losing patience have been childcare waitlist months after our center closed,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'FOOD_INSECURITY']",True,True,True,True,False,True,False
R00450,provider,3,March 2024,FL,,center,Keeping care affordable while paying staff fairly is nearly impossible.,keeping care affordable while paying staff fairly nearly impossible,['AFFORDABILITY'],True,False,True,False,False,False,False
R00451,household,3,March 2024,FL,30-60k,,"No slots open when my shifts change, so reliable childcare access feels impossible.",no slots open when my shifts change so reliable childcare access feels impossible,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION']",True,True,True,False,False,False,False
R00452,household,1,January 2024,OH,30-60k,,I water down meals for the kids when food runs low after rent and child care.,i water down meals kids when food runs low after rent child care,[],False,False,False,False,False,False,False
R00453,household,3,March 2024,AZ,60-100k,,"I water down meals for the kids when food runs low after rent and child care. Weekend work is non-negotiable, but there is no evening care anywhere nearby.",i water down meals kids when food runs low after rent child care weekend work non negotiable but there no evening care anywhere nearby,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R00454,provider,1,January 2024,CO,,center,We are short staffed and cannot hire assistants even after months of recruiting. I field calls daily from parents desperate for openings we just do not have. Managing constant schedule changes with too few people is crushing my mental health.,short staffed cannot hire assistants even after months recruiting i field calls daily parents desperate openings just do not have managing constant schedule changes too few people crushing my mental health,"['PROVIDER_STAFF_SHORTAGE', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,False,False,True,True,True
R00455,household,3,March 2024,MI,60-100k,,Employment keeps getting disrupted when I have to leave early for pickups. Short staffing means inconsistent caregivers and unpredictable schedules for us. We cannot afford reliable care when costs rise faster than wages.,employment keeps getting disrupted when i have leave early pickups short staffing means inconsistent caregivers unpredictable schedules us cannot afford reliable care when costs rise faster than wages,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",True,False,True,False,False,True,False
R00456,provider,3,March 2024,TX,,center,Managing constant schedule changes with too few people is crushing my mental health. Food budgets for the program are maxed out while families ask for extra meals.,managing constant schedule changes too few people crushing my mental health food budgets program maxed out while families ask extra meals,"['FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,False,True,False,True,True
R00457,household,1,January 2024,NJ,60-100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. I water down meals for the kids when food runs low after rent and child care. I miss work every time care falls through, and my employer is losing patience.",my split shift schedule never aligns center s hours so coverage falls apart i water down meals kids when food runs low after rent child care i miss work every time care falls through my employer losing patience,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
